1	2764.743436	250	3378.820205	825.3333333
2	4052.559932	500	1105.119863	3000
3	11252.38185	750	528.597032	10238.08333
4	2200	1000	0	1200
5	2513.670947	1250	876.6752283	825.3333333
6	6438.268836	1500	3876.537671	3000
7	15854.23544	1750	7732.304224	10238.08333
8	7283.695777	2000	8167.391553	1200
9	7616.41581	2250	9082.164954	825.3333333
10	9030.613014	2500	7061.226027	3000
11	14677.49343	2750	3378.820205	10238.08333
12	4752.559932	3000	1105.119863	1200
13	4339.631849	3250	528.597032	825.3333333
14	6500	3500	0	3000
15	14426.42094	3750	876.6752283	10238.08333
16	7138.268836	4000	3876.537671	1200
17	8941.485445	4250	7732.304224	825.3333333
18	11208.69578	4125	8167.391553	3000
19	18779.16581	4000	9082.164954	10238.08333
20	8605.613014	3875	7061.226027	1200
21	6264.743436	3750	3378.820205	825.3333333
22	7177.559932	3625	1105.119863	3000
23	14002.38185	3500	528.597032	10238.08333
24	4575	3375	0	1200
25	4513.670947	3250	876.6752283	825.3333333
26	8063.268836	3125	3876.537671	3000
27	17104.23544	3000	7732.304224	10238.08333
28	8158.695777	2875	8167.391553	1200
29	8116.41581	2750	9082.164954	825.3333333
30	9155.613014	2625	7061.226027	3000
31	14427.49343	2500	3378.820205	10238.08333
32	4127.559932	2375	1105.119863	1200
33	3339.631849	2250	528.597032	825.3333333
34	5125	2125	0	3000
35	12676.42094	2000	876.6752283	10238.08333
36	5013.268836	1875	3876.537671	1200
37	6441.485445	1750	7732.304224	825.3333333
38	8708.695777	1625	8167.391553	3000
39	16279.16581	1500	9082.164954	10238.08333
40	6105.613014	1375	7061.226027	1200
41	3764.743436	1250	3378.820205	825.3333333
42	4677.559932	1125	1105.119863	3000
43	11502.38185	1000	528.597032	10238.08333
44	2075	875	0	1200
45	2013.670947	750	876.6752283	825.3333333
46	5563.268836	625	3876.537671	3000
47	14604.23544	500	7732.304224	10238.08333
48	5658.695777	375	8167.391553	1200
49	5616.41581	250	9082.164954	825.3333333
50	6655.613014	125	7061.226027	3000
