1	4878.106436	-171	4707.106436
2	5907.967932	828	6735.967932
3	12849.83485	-231	12618.83485
4	3539.498	636	4175.498
5	3595.213947	-720	2875.213947
6	7261.856836	-746	6515.856836
7	16419.86844	494	16913.86844
8	7591.373777	-438	7153.373777
9	7666.13881	893	8559.13881
10	8822.381014	-931	7891.381014
11	14211.30643	-330	13881.30643
12	4028.417932	-566	3462.417932
13	3357.534849	750	4107.534849
14	5259.948	-40	5219.948
15	12928.41394	960	13888.41394
16	5382.306836	-906	4476.306836
17	6927.568445	-122	6805.568445
18	9311.823777	-796	8515.823777
19	16999.33881	-497	16502.33881
20	6942.831014	922	7864.831014
21	4719.006436	-218	4501.006436
22	5748.867932	309	6057.867932
23	12690.73485	659	13349.73485
24	3380.398	-116	3264.398
25	3436.113947	988	4424.113947
26	7102.756836	-811	6291.756836
27	16260.76844	-935	15325.76844
28	7432.273777	847	8279.273777
29	7507.03881	839	8346.03881
30	8663.281014	-471	8192.281014
31	14052.20643	-892	13160.20643
32	3869.317932	-964	2905.317932
33	3198.434849	-306	2892.434849
34	5100.848	218	5318.848
35	12769.31394	-596	12173.31394
36	5223.206836	-292	4931.206836
37	6768.468445	-984	5784.468445
38	9152.723777	523	9675.723777
39	16840.23881	190	17030.23881
40	6783.731014	-203	6580.731014
41	4559.906436	-663	3896.906436
42	5589.767932	35	5624.767932
43	12531.63485	-40	12491.63485
44	3221.298	707	3928.298
45	3277.013947	219	3496.013947
46	6943.656836	-406	6537.656836
47	16101.66844	687	16788.66844
48	7273.173777	-686	6587.173777
49	7347.93881	-712	6635.93881
50	8504.181014	140	8644.181014
