1	4878.106436	2764.743436
2	5907.967932	4052.559932
3	12849.83485	11252.38185
4	3539.498	2200
5	3595.213947	2513.670947
6	7261.856836	6438.268836
7	16419.86844	15854.23544
8	7591.373777	7283.695777
9	7666.13881	7616.41581
10	8822.381014	9030.613014
11	14211.30643	14677.49343
12	4028.417932	4752.559932
13	3357.534849	4339.631849
14	5259.948	6500
15	12928.41394	14426.42094
16	5382.306836	7138.268836
17	6927.568445	8941.485445
18	9311.823777	11208.69578
19	16999.33881	18779.16581
20	6942.831014	8605.613014
21	4719.006436	6264.743436
22	5748.867932	7177.559932
23	12690.73485	14002.38185
24	3380.398	4575
25	3436.113947	4513.670947
26	7102.756836	8063.268836
27	16260.76844	17104.23544
28	7432.273777	8158.695777
29	7507.03881	8116.41581
30	8663.281014	9155.613014
31	14052.20643	14427.49343
32	3869.317932	4127.559932
33	3198.434849	3339.631849
34	5100.848	5125
35	12769.31394	12676.42094
36	5223.206836	5013.268836
37	6768.468445	6441.485445
38	9152.723777	8708.695777
39	16840.23881	16279.16581
40	6783.731014	6105.613014
41	4559.906436	3764.743436
42	5589.767932	4677.559932
43	12531.63485	11502.38185
44	3221.298	2075
45	3277.013947	2013.670947
46	6943.656836	5563.268836
47	16101.66844	14604.23544
48	7273.173777	5658.695777
49	7347.93881	5616.41581
50	8504.181014	6655.613014
