1	4454.153539	250	3378.820205	825.3333333
2	10095.61986	500	1105.119863	8490.5
3	11516.68037	750	528.597032	10238.08333
4	9808.583333	1000	0	8808.583333
5	3115.008562	1250	876.6752283	988.3333333
6	15753.871	1500	3876.537671	10377.33333
7	21155.13756	1750	7732.304224	11672.83333
8	19388.30822	2000	8167.391553	9220.916667
9	12428.24829	2250	9082.164954	1096.083333
10	19683.80936	2500	7061.226027	10122.58333
11	16634.71164	2981.543493	2805.044977	11079.66667
12	12534.97534	3231.543493	678.9753425	8856
13	4343.389726	3481.543493	258.9730594	834.4166667
14	13117.46735	3731.543493	-107.1993151	9724.666667
15	15720.54098	3981.543493	915.0409817	11055.5
16	16850.36518	4231.543493	4034.031849	8816.333333
17	13156.29098	4481.543493	7974.457648	931.8333333
18	22711.01758	4731.543493	8469.76758	9741.25
19	25079.09806	4981.543493	9400.681393	10928.41667
20	20942.89658	5231.543493	7379.063242	8563.833333
21	8958.479338	5944.573744	2885.229338	823.25
22	14829.28242	6194.573744	731.7824201	8597.5
23	15202.08094	6044.573744	268.7476027	9583.333333
24	12683.7984	5894.573744	-139.0349315	7622.833333
25	6338.744178	5744.573744	863.2441781	425.5
26	16149.02272	5594.573744	3989.272717	7259.75
27	21450.46507	5444.573744	7947.631735	8752.833333
28	20590.63573	5294.573744	8460.802397	7529.833333
29	14505.896	5144.573744	9401.562671	654.3333333
30	20810.93196	4994.573744	7399.59863	9111.333333
31	17400.10108	5680.234532	2543.851084	10706.25
32	13097.88876	5530.234532	402.5554224	8695.333333
33	4967.272888	5380.234532	-62.56044521	1179.833333
34	13618.54001	5230.234532	-470.5433219	10389.08333
35	15674.94526	5080.234532	552.4452626	11572.5
36	16044.05143	4930.234532	3795.218094	8848.833333
37	12491.84309	4780.234532	7962.093094	1279.75
38	20768.71695	4630.234532	8760.050285	8908.666667
39	23256.59652	4480.234532	10011.01318	10295.58333
40	19513.9641	4330.234532	8314.714098	8399.25
41	8361.610788	4180.234532	4618.610788	1093
42	14367.78225	4863.694349	2017.115582	9850.666667
43	15220.08248	4713.694349	1962.832477	10907.25
44	12376.86444	4563.694349	1954.197774	8222.666667
45	5923.455194	4413.694349	3264.455194	609
46	16955.3359	4263.694349	6583.335902	8472
47	21957.80108	4113.694349	10634.13442	9573.666667
48	20159.49229	3963.694349	11158.07563	7401.416667
49	13519.83362	3813.694349	12069.83362	0
50	17633.10017	3663.694349	9985.266838	6347.833333
51	14609.03282	3513.694349	5816.53282	7642.5
