1	4454.153538	250	3378.820205	825.3333333
2	4605.119863	500	1105.119863	3000
3	11516.68036	750	528.597032	10238.08333
4	2200	1000	0	1200
5	2952.008562	1250	876.6752283	825.3333333
6	8376.537671	1500	3876.537671	3000
7	19720.38755	1750	7732.304224	10238.08333
8	11367.39155	2000	8167.391553	1200
9	12157.49829	2250	9082.164954	825.3333333
10	12561.22603	2500	7061.226027	3000
11	16366.90354	2750	3378.820205	10238.08333
12	5305.119863	3000	1105.119863	1200
13	4603.930365	3250	528.597032	825.3333333
14	6500	3500	0	3000
15	14864.75856	3750	876.6752283	10238.08333
16	9076.537671	4000	3876.537671	1200
17	12807.63756	4250	7732.304224	825.3333333
18	15667.39155	4500	8167.391553	3000
19	24070.24828	4750	9082.164954	10238.08333
20	13261.22603	5000	7061.226027	1200
21	9454.153538	5250	3378.820205	825.3333333
22	9605.119863	5500	1105.119863	3000
23	16116.68036	5350	528.597032	10238.08333
24	6400	5200	0	1200
25	6752.008562	5050	876.6752283	825.3333333
26	11776.53767	4900	3876.537671	3000
27	22720.38755	4750	7732.304224	10238.08333
28	13967.39155	4600	8167.391553	1200
29	14357.49829	4450	9082.164954	825.3333333
30	14361.22603	4300	7061.226027	3000
31	17766.90354	4150	3378.820205	10238.08333
32	6305.119863	4000	1105.119863	1200
33	5203.930365	3850	528.597032	825.3333333
34	6700	3700	0	3000
35	14664.75856	3550	876.6752283	10238.08333
36	8476.537671	3400	3876.537671	1200
37	11807.63756	3250	7732.304224	825.3333333
38	14267.39155	3100	8167.391553	3000
39	22270.24828	2950	9082.164954	10238.08333
40	11061.22603	2800	7061.226027	1200
41	6854.153538	2650	3378.820205	825.3333333
42	6605.119863	2500	1105.119863	3000
43	13116.68036	2350	528.597032	10238.08333
44	3400	2200	0	1200
45	3752.008562	2050	876.6752283	825.3333333
46	8776.537671	1900	3876.537671	3000
47	19720.38755	1750	7732.304224	10238.08333
48	10967.39155	1600	8167.391553	1200
49	11357.49829	1450	9082.164954	825.3333333
50	11361.22603	1300	7061.226027	3000
